muin_egin	DIO/ERG/INE
kaleratu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABS-INF#DU/ERG/ABS-INE#DU/ERG/ABS-INS#DU/ERG/ABS-SOZ#DU/ERG/ABL-ABS#DU/ERG/ABS-ALA#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-INE-INS#DU/ERG/ABS-GEN_inguru_INE#DU/ERG/ABS-INS#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-PAR#DU/ERG/ABS-INF#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INE-INF#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-KONP#DU/ERG/ABS-GEN_bitarte_INS#DU/ERG/ABS-INS_gain_ABS#DU/ERG/ABS-DAT_buruz_ZERO#DU/ERG/ABS-GEN_esku_ABL#DU/ERG/ABS-GEN_esku_ABL-INE#DU/ERG/ABS-BNK#DU/ERG/KONP#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-GEN_oste_INE#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-ALA#DU/ERG/ABS-GEN_barru_INE#DU/ERG/ABS-SOZ#DU/ERG/ABS-DAT_begira_ZERO#DU/ERG/ABS-INF-SOZ#DU/ERG/ABS-INF_ABS#DU/ERG/ABS-INF_ALA#DU/ERG/ABS-INE-INS_gain_ABS#DU/ERG/ABS-INE-ZERO_gisa_ZERO#DU/ERG/ABS-MOT#DU/ERG/ABS-ZERO_inguru_ABS#DU/ERG/ABS-ZHG#DU/ERG/ABS-BNK-INE#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_barru_INE#DU/ERG/ABS-INE-MOT#DU/ERG/ABL-ABS-INF#DU/ERG/ABS-ALA-SOZ#DU/ERG/ABS-BEREIZ#DU/ERG/ABS-INF-SOZ#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-GEN_esku_ABL#DU/ERG/ABS-GEN_inguru_INE-INE#DU/ERG/ABS-ZHG#DU/ERG/ABS-ALA-DES-SOZ#DU/ERG/ABS-ALA-SOZ#DU/ERG/ABS-ALA_arte_ZERO#DU/ERG/ABS-DAT_buruz_ZERO-INF#DU/ERG/ABS-DAT_esker_ABS-INF#DU/ERG/ABS-DENB-GEN_bide_INS#DU/ERG/ABS-INF_INE#DU/ERG/ABS-GEN-GEN_kontra_ZERO#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_arte_ABL#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-GEN_aurka_ABS#DU/ERG/ABS-GEN_aurka_ABS-INE#DU/ERG/ABS-GEN_aurre_ABL#DU/ERG/ABS-GEN_aurre_ABL-INF#DU/ERG/ABS-GEN_barne_INE#DU/ERG/ABS-GEN_berri_ZERO-KAUS#DU/ERG/ABS-GEN_esku_ABL-INF#DU/ERG/ABS-GEN_esku_ABL-GEN_inguru_INE#DU/ERG/ABS-GEN_esku_ABL-INE-INF#DU/ERG/ABS-GEN_inguru_ABS#DU/ERG/ABS-GEN_kontra_ZERO#DU/ERG/ABS-GEN_ondoren_ZERO-INE#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-HELB#DU/ERG/ABS-INE-KONP#DU/ERG/ABS-INE-ZERO_oste_INE#DU/ERG/ABS-INS-MOT#DU/ERG/ABS-KAUS#DU/ERG/ABS-KONP-SOZ#DU/ERG/ABS-MOD#DU/ERG/ABS-ZERO_parte_INE#DU/ERG/ABS-GEN_aurka_ERG#DU/ERG/INF_ABS-INS#DU/ERG/INE-ZERO_inguru_ABS#DU/ERG/ABL-ABS-ALA#DU/ERG/ABL_behin_ZERO-ABS-PAR#DU/ERG/ABS-BNK#DU/ERG/ABS-BNK-INS#DU/ERG/ABS-GEN_bitarte_INS#DU/ERG/ABS_arte_ZERO#DU/ERG/ABS-DES-INS#DU/ERG/ABS-GEN_alde_ABS#DU/ERG/ABS-GEN_bide_INS-INE#DU/ERG/ABS-GEN_truke_ABS#DU/ERG/ABS-INS-SOZ
aukeztu	DU/ERG/ABS#DIO/ERG/ABS#DA/ABS/#DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INF#DU/ERG/ABS-INE-KONP-MOT#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-GEN_arte_INE
burutu	DU/ERG/ABS#DU/ERG/ABS-INE#DA/ABS/#DA/ABS/INE#DU/ERG/ABS#DU/ERG/ABS-INS#DU/ERG/ABS-INF#DA/ABS/INS#DA/ABS/#DU/ERG/ABL-ABS#DU/ERG/ABS-SOZ#DU/ERG/ABS-ALA#DU/ERG/ABS-INE#DU/ERG/ABS-INE-INS#DU/ERG/ABS-GEN_aurka_ABS-INE-INS#DU/ERG/ABS-INE-SOZ#DA/ABS/ABS-INE#DA/ABS/INE-SOZ#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-ZHG#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_aurka_ABS-INE#DU/ERG/ABS-GEN_aurre_INE#DA/ABS/INE-INS#DU/ERG/ABS-MOT#DU/ERG/ABS-GEN_aurka_ABS#DU/ERG/ABS-PAR#DU/ERG/ABS-INF_ALA#DU/ERG/ABS-GEN_kontra_ZERO#DU/ERG/ABS-INE-INF#DA/ABS/INF#DU/ERG/ABS-GEN_inguru_INE#DA/ABS/GEN_aurka_ABS-INE-INS#DA/ABS/SOZ#DA/ABS/ABL#DA/ABS/ABL-INE#DU/ERG/ABL-ABS-INE#DU/ERG/ABL-ABS-ALA-INS#DU/ERG/ABL-ABS-INE_zehar_ZERO#DU/ERG/ABS-GEN_kontra_ZERO#DU/ERG/ABS-INE-INF_INS#DU/ERG/ABS-ALA-GEN_aurre_ABL#DU/ERG/ABS-ALA-SOZ#DU/ERG/ABS-BEREIZ-INE#DU/ERG/ABS-BNK-INF-SOZ#DU/ERG/ABS-DENB#DU/ERG/ABS-INF-SOZ#DU/ERG/ABS-GEN_arabera_ZERO-INE#DU/ERG/ABS-GEN_arte_INE-GEN_aurre_INE#DU/ERG/ABS-GEN_aurre_INE-INS-MOT#DU/ERG/ABS-GEN_gain_ABL#DU/ERG/ABS-GEN_inguru_INE-INE#DU/ERG/ABS-GEN_kontra_ZERO-INE#DU/ERG/ABS-GEN_ondo_ABL-INE#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-INE-ZERO_bezala_ZERO#DU/ERG/ABS-INE-ZERO_gisa_ZERO#DU/ERG/ABS-INE-ZHG#DU/ERG/ABS-INE_behin_ZERO#DU/ERG/ABS-INE_zehar_ZERO#DU/ERG/ABS-KAUS-SOZ#DU/ERG/ABS-KONP#DU/ERG/ABS-ZERO_oste_ABL#DU/ERG/ABS-ZERO_oste_INE#DU/ERG/INF_ABS#DU/ERG/GEN_aurka_ABS-INF#DA/ABS/ABL-ALA-INE#DA/ABS/INF-SOZ#DA/ABS/ABS-INE-INS#DA/ABS/ABS-INE-KAUS#DA/ABS/ABS-INE-SOZ#DA/ABS/ALA-INE#DA/ABS/BEREIZ#DA/ABS/GEN_oste_INE#DA/ABS/INE-KONP#DA/ABS/INE-MOD#DA/ABS/ZERO_parte_INE#DA/ABS/GEN_aurka_ABS-INE-INS#ZAIO/ABS/#ZAIO/ABS/ABS-DAT-INE#DA/ABS/GEN_aurka_ABS#DA/ABS/PAR#DU/ERG/ABL-ABS-SOZ#DU/ERG/ABL_at_ZERO-ABS#DU/ERG/ABL_aurre_ALA-ABS#DU/ERG/ABS-INE-MOT#DU/ERG/ABS-SOZ#DU/ERG/ABS-BNK#DU/ERG/ABS-BNK-INE#DU/ERG/ABS-DAT_buruz_ZERO#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-GEN_arte_INE-GEN_barrena_ZERO-SOZ#DU/ERG/ABS-GEN_aurka_ABS-INS#DU/ERG/ABS-GEN_behar_PAR-INE-INS#DU/ERG/ABS-GEN_on_ABS#DU/ERG/ABS-INS-INS_gain_ABS#DU/ERG/ABS-PAR-SOZ#DU/ERG/ABS-PAR_gabe_ZERO#DU/ERG/ABS-ZERO_arte_ABS
patinatu	DA/ABS/#DU/ERG/#DA/ABS/#DU/ERG/ABS#DA/ABS/INE#DU/ERG/PAR_gabe_ZERO#DU/ERG/INE#DA/ABS/ABL#DA/ABS/GEN_arte_INE#DA/ABS/INE-INS#DA/ABS/PAR#DU/ERG/ABL#DU/ERG/GEN_arte_INE#DU/ERG/INE-INS#DU/ERG/PAR
bizi_izan	DA/ABS/#DU/ERG/#DU/ERG/INE#DU/ERG/ABS#DA/ABS/INE#DA/ABS/INE#DA/ABS/#DA/ABS/INF#DU/ERG/SOZ#DA/ABS/#DA/ABS/INS#DA/ABS/SOZ#DU/ERG/INF#DA/ABS/GEN_arte_INE#DA/ABS/ALA-INE#DA/ABS/GEN_modu_ALA-INE#DA/ABS/INE-INF#DA/ABS/INE-INF-INS#DA/ABS/INE-INS-MOD#DA/ABS/INE-KAUS#DA/ABS/MOS#DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INE#DU/ERG/ABS-INE_barrena_ZERO#DU/ERG/ABS-SOZ#DU/ERG/ALA#DU/ERG/GEN_hitz_INE-SOZ#DU/ERG/GEN_kontra_ZERO#DU/ERG/INS#ZAIO/ABS/#DA/ABS/GEN_arte_INE#DU/ERG/GEN_arte_INE#ZAIO/ABS/DAT#ZAIO/ABS/#ZAIO/ABS/DAT-GEN_arte_INE#ZAIO/ABS/DAT-INE
behar_gorde	DU/ERG/ABS#DU/ERG/#DU/ERG/INE
burgestu	DA/ABS/#DA/ABS/INE
behar_pasatu	DA/ABS/ABL#DA/ABS/INF#DA/ABS/SOZ
behar_arbuiatu	DU/ERG/INF
seinalizatu	DA/ABS/#DU/ERG/ABS#DA/ABS/#DU/ERG/ABS
aazaldu	DU/ERG/ABS-INE
purgatu	DU/ERG/#DA/ABS/INE
tapatu	DU/ERG/ABS#DA/ABS/#DA/ABS/INS#DA/ABS/ABL-PAR-SOZ#DU/ERG/ABL-ABS-PAR-SOZ
behar_burutu	DU/ERG/#DU/ERG/ABS
kontestualizatu	DA/ABS/#DA/ABS/#DA/ABS/INE-SOZ
garestitu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABS-INS#DU/ERG/ABL_aurre_ALA-ABS#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABL-ABS#DU/ERG/ABS-ALA#DU/ERG/ABS-INE#DU/ERG/ABS-ALA#DU/ERG/ABS-ABU-INE-INS#DU/ERG/ABS-INF#DU/ERG/ABS-MOT#DU/ERG/ABS-ZERO_arte_INE#DU/ERG/ABS-ZERO_bitarte_INE#DU/ERG/ZERO_inguru_ABS#DU/ERG/ABL-ABS-ALA#DU/ERG/ABS-DES#DU/ERG/ABS-INE-MOT#DU/ERG/ABS-PAR
itsutu	DA/ABS/#DU/ERG/#DA/ABS/SOZ#DA/ABS/#DA/ABS/SOZ#DU/ERG/ABS#DA/ABS/INE#DA/ABS/INS#DA/ABS/INF_SOZ#DA/ABS/ABS_gabe_ZERO-SOZ#DA/ABS/INE-INS#DA/ABS/MOT#DA/ABS/ALA#DA/ABS/GEN_alde_ABS-INS#DA/ABS/GEN_aurre_INE#DU/ERG/INE#DU/ERG/SOZ#DU/ERG/ABS-SOZ#DU/ERG/ALA#DU/ERG/GEN_alde_ABS-INS#DU/ERG/GEN_aurre_INE#DU/ERG/INS
indibidualizatu	DA/ABS/
salbatu	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS#DU/ERG/ABS-INE#DA/ABS/#DIO/ERG/ABS#DU/ERG/ABL-ABS#DA/ABS/ABL#DU/ERG/ABS-DAT_esker_ZERO#DU/ERG/ABS-INF_ABL#DA/ABS/SOZ#DU/ERG/ABS-INS#DIO/ERG/ABS-DAT#DA/ABS/INE#ZAIO/ABS/#DU/ERG/ABS-DAT_esker_ZERO-INE#DU/ERG/ABS-GEN_ondoren_ZERO#DU/ERG/ZERO_inguru_ABS#DA/ABS/ABS-INE#DA/ABS/INE-MOD#ZAIO/ABS/ABL-ALA-#DU/ERG/ABS-GEN_aurka_ABS#ZAIO/ABS/DAT#DU/ERG/ABS-ALA#DU/ERG/ABS-ALA-PAR_gabe_ZERO#DU/ERG/ABS-BNK#DU/ERG/ABS-GEN_inguru_INE-INS#DU/ERG/ABS-GEN_molde_INE-INE#DIO/ERG/ABS#DA/ABS/ALA#DA/ABS/ALA-PAR_gabe_ZERO#DA/ABS/BNK#DA/ABS/GEN_inguru_INE-INS#DA/ABS/GEN_molde_INE-INE#DIO/ERG/ABL-ABS#ZAIO/ABS/#DIO/ERG/ABS-INE#ZAIO/ABS/ABL#ZAIO/ABS/INE#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-GEN_aurka_ABS#DIO/ERG/ABS-DAT-INS#DIO/ERG/ABS-INS#DIO/ERG/ABS-ALA#DIO/ERG/ABS-ALA-PAR_gabe_ZERO#DIO/ERG/ABS-BNK#DIO/ERG/ABS-GEN_inguru_INE-INS#DIO/ERG/ABS-GEN_molde_INE-INE#ZAIO/ABS/ALA#ZAIO/ABS/ALA-PAR_gabe_ZERO#ZAIO/ABS/BNK#ZAIO/ABS/GEN_inguru_INE-INS#ZAIO/ABS/GEN_molde_INE-INE
moldeatu	DU/ERG/ABL
erreproduzitu	DA/ABS/ABS-INS#DU/ERG/ABS-MOT
gordatu	DU/ERG/ABS
jantzi	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INS#DU/ERG/ABS-INE#DA/ABS/INS#DU/ERG/ABS#DA/ABS/INE#DU/ERG/ABS-INE-INS#DU/ERG/ABS-SOZ#DU/ERG/ABS-ALA#DU/ERG/ABS-BNK#DA/ABS/#DIO/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-PAR#DA/ABS/INE-INS#DU/ERG/ABS-INS#DIO/ERG/ABS-DAT#DU/ERG/ABS-INE-SOZ#DA/ABS/ALA#DA/ABS/ABS-INS#DA/ABS/SOZ#DIO/ERG/ABS-INS#DU/ERG/ABL-ABS#DA/ABS/ABS-INE#DA/ABS/BNK#DU/ERG/ABS-ALA-INS#DU/ERG/ABS-INS-SOZ#DIO/ERG/ABS-DAT-INS#DIO/ERG/ABS-DAT-SOZ#DA/ABS/INF#DIO/ERG/ABS-DAT-INE#DU/ERG/ABS-INE-INS#DU/ERG/ABS-GEN_alde_ABL#DU/ERG/ABS-BNK-INE#DA/ABS/PAR#DIO/ERG/ABS-DAT#DIO/ERG/ABS-INE#DA/ABS/INE-SOZ#DU/ERG/ABL-ABS-INE#DU/ERG/ABL-ABS-SOZ#DU/ERG/ABL_aurre_ALA-ABS-INE#DU/ERG/ABS-SOZ#DU/ERG/ABS-ZHG#DU/ERG/ABS-ALA-DENB#DU/ERG/ABS-INF#DU/ERG/ABS-INF_INE-INS#DU/ERG/ABS-GEN_aitzin_ABL-INE#DU/ERG/ABS-GEN_gain_INE-INE#DU/ERG/ABS-GEN_gibel_ABL#DU/ERG/ABS-INE-INF#DU/ERG/ABS-INS-MOD#DU/ERG/ABS-INS-SOZ-ZHG#DU/ERG/ABS-MOD#DU/ERG/ABS-MOS#DU/ERG/ABS-MOT#DU/ERG/INS-KONP#DA/ABS/ABL#DA/ABS/INF-INS#DA/ABS/INF_INE#DA/ABS/INE-INF-INS#DA/ABS/MOS#DIO/ERG/ABS-DAT-INE-INS#DIO/ERG/ABS-INE-ZHG#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-BNK-GEN_buru_INE#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-ZERO_alde_ALA#DA/ABS/ALA-INS#DA/ABS/INS-SOZ#DIO/ERG/ABS-INE#DU/ERG/ABL-ABS-INS#DU/ERG/ABL_aurre_ALA-ABS#DU/ERG/ABS-BNK-GEN_arte_INE#DU/ERG/ABS-BNK-INE-INS#DU/ERG/ABS-BNK-ZERO_barru_INE#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_alde_ABL-INS#DU/ERG/ABS-GEN_antz_ALA#DU/ERG/ABS-GEN_antz_ALA-INS#DU/ERG/ABS-GEN_arabera_ZERO#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-GEN_gisa_ZERO-INS#DU/ERG/ABS-GEN_orde_INS-INE#DU/ERG/ABS-GEN_uste_INS#DU/ERG/ABS-INE-INS-MOT#DU/ERG/ABS-INE-INS-SOZ#DU/ERG/ABS-INE_behin_ZERO#DU/ERG/ABS-INS-ZERO_inguru_ZERO#DU/ERG/ABS-ZERO_barru_INE#DA/ABS/ABL#DIO/ERG/ABS#DA/ABS/ABL-ABS-INS#DA/ABS/ABL_aurre_ALA#DA/ABS/ABS-INE-INS#DA/ABS/BNK-GEN_arte_INE#DA/ABS/BNK-INE#DA/ABS/BNK-INE-INS#DA/ABS/BNK-ZERO_barru_INE#DA/ABS/DES#DA/ABS/GEN_alde_ABL
tematu	DA/ABS/#DA/ABS/#DA/ABS/INE#DA/ABS/INE#DA/ABS/INF_INE#DA/ABS/SOZ#DA/ABS/SOZ#DA/ABS/BNK#DA/ABS/GEN_alde_ABL-INE#DA/ABS/GEN_kontra_ZERO#DA/ABS/INE-KAUS#DA/ABS/INE-MOT
pobretu	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INE#DIO/ERG/ABS#DU/ERG/ABS#ZAIO/ABS/#DA/ABS/INE#DU/ERG/ABS-INS#DIO/ERG/ABS-DAT#DU/ERG/ABS-DAT_buruz_ZERO#DU/ERG/ABS-SOZ#ZAIO/ABS/DAT#DA/ABS/INS#DIO/ERG/ABS-DAT-INE#ZAIO/ABS/DAT-INE#ZAIO/ABS/INE#DU/ERG/ABS-ALA#DU/ERG/ABS-GEN_arabera_ZERO#DA/ABS/#DA/ABS/INF#DU/ERG/ABS-INS_gain_ABS#DA/ABS/DAT_buruz_ZERO#DA/ABS/SOZ#DU/ERG/ABL-ABS#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_arte_INE-INS#DU/ERG/ABS-INE#DU/ERG/ABS-DES#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-GEN_arte_INE-PAR#DU/ERG/ABS-GEN_inguru_INE#DU/ERG/ABS-MOT#DU/ERG/ABS-PAR#DIO/ERG/ABS-DAT-INE-MOT#ZAIO/ABS/DAT-INE-MOT#DA/ABS/ALA#DA/ABS/GEN_arabera_ZERO#DIO/ERG/ABS-INE#DA/ABS/ABL#DA/ABS/ABL-INE#DA/ABS/ABS-GEN_arte_INE-INS#DA/ABS/ABS-INE#DA/ABS/DES#DA/ABS/GEN_arte_INE#DA/ABS/GEN_arte_INE-PAR#DA/ABS/GEN_inguru_INE#DA/ABS/MOT#DA/ABS/PAR#DIO/ERG/ABS#ZAIO/ABS/#DIO/ERG/ABS-DAT_buruz_ZERO#DIO/ERG/ABS-INS#DIO/ERG/ABS-SOZ#ZAIO/ABS/DAT_buruz_ZERO#ZAIO/ABS/INS#ZAIO/ABS/SOZ#DIO/ERG/ABS-ALA#DIO/ERG/ABS-GEN_arabera_ZERO#ZAIO/ABS/ALA#ZAIO/ABS/GEN_arabera_ZERO#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-INS#DIO/ERG/ABS-DAT-INS_gain_ABS#DIO/ERG/ABL-ABS#DIO/ERG/ABL-ABS-INE#DIO/ERG/ABS-GEN_arte_INE-INS#DIO/ERG/ABS-INE#DIO/ERG/ABS-DES#DIO/ERG/ABS-GEN_arte_INE#DIO/ERG/ABS-GEN_arte_INE-PAR#DIO/ERG/ABS-GEN_inguru_INE#DIO/ERG/ABS-MOT#DIO/ERG/ABS-PAR#ZAIO/ABS/ABL#ZAIO/ABS/ABL-INE#ZAIO/ABS/ABS-GEN_arte_INE-INS#ZAIO/ABS/ABS-INE#ZAIO/ABS/DES#ZAIO/ABS/GEN_arte_INE#ZAIO/ABS/GEN_arte_INE-PAR#ZAIO/ABS/GEN_inguru_INE#ZAIO/ABS/MOT#ZAIO/ABS/PAR
saritu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INS#DIO/ERG/ABS#DU/ERG/ABS-SOZ#DU/ERG/ABS-PAR#DU/ERG/ABS-INF#DIO/ERG/ABS-DAT#DU/ERG/ABS-ALA#DU/ERG/ABL-ABS-SOZ#DU/ERG/ABS-SOZ#DU/ERG/ABS-DES#DU/ERG/ABS-BNK#DU/ERG/ABS-MOT#DU/ERG/ABS-ALA#DU/ERG/ABS-ALA-INE#DU/ERG/ABS-INS#DU/ERG/ABS-ALA-INE-MOT#DU/ERG/ABS-ALA-MOT#DU/ERG/ABS-BNK-INE#DU/ERG/ABS-DES-INE#DU/ERG/ABS-INF_ABL-SOZ#DU/ERG/ABS-GEN_arte_INE-INS#DU/ERG/ABS-INE-INS#DU/ERG/ABS-INE-MOT#DU/ERG/ABS-MOT-SOZ#DIO/ERG/ABS-DAT#DU/ERG/ABL-ABS#DU/ERG/ABL-ABS-INE#DU/ERG/ABS-GEN_arte_INE#DU/ERG/ABS-INE-ZERO_inguru_ZERO#DIO/ERG/ABS-INE#DIO/ERG/ABS#DIO/ERG/ABS-PAR#DIO/ERG/ABS-INS#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-INE#DIO/ERG/ABS-SOZ#DIO/ERG/ABS-INE#DIO/ERG/ABS-BNK#DIO/ERG/ABS-ALA#DIO/ERG/ABS-ALA-DAT#DIO/ERG/ABL-ABS#DIO/ERG/ABL-ABS-INE#DIO/ERG/ABS-MOT#DIO/ERG/ABS-ALA#DIO/ERG/ABS-GEN_arte_INE#DIO/ERG/ABS-INE-ZERO_inguru_ZERO
ekoiztu	DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INF#DU/ERG/ABS-INE-INS#DU/ERG/ABS#DU/ERG/ABL-ABS#DU/ERG/ABS-INE#DU/ERG/ABS-BNK-INE#DU/ERG/ABS-DAT_buruz_ZERO#DU/ERG/ABS-GEN_bide_INS#DU/ERG/ABS-GEN_bitarte_INS#DU/ERG/ABS-DES#DU/ERG/ABS-ALA#DU/ERG/ABS-DES#DU/ERG/ABS-SOZ
fundamentatu	DU/ERG/ABS
aideratuxetu	DU/ERG/ABL
desregulatu	DA/ABS/#DU/ERG/ABS
indarberritu	DU/ERG/ABS#DA/ABS/#DU/ERG/ABS-INE#DA/ABS/INE#DU/ERG/ABL-ABS#DA/ABS/ABL#DU/ERG/ABS#DU/ERG/ABS-GEN_bila_ZERO#DU/ERG/ABS-INE-INF-INS#DA/ABS/#DU/ERG/ABS-INE-SOZ#DU/ERG/ABS-INS#DU/ERG/ABS-SOZ#DA/ABS/INE-SOZ#DA/ABS/INS#DA/ABS/SOZ
zirikatu	DU/ERG/ABS#DU/ERG/ABS-SOZ#DU/ERG/ABS#DU/ERG/ABS-INE#DU/ERG/ABS-INS
bilditu	DU/ERG/
gaitziritzi	DU/ERG/#DU/ERG/ABL#DU/ERG/INS-ZHG#DU/ERG/ABL-ABS#DU/ERG/INS
zifratu	DA/ABS/#DA/ABS/
mobilizatu	DA/ABS/#DU/ERG/ABS#DA/ABS/INE#DU/ERG/ABS-INE#DA/ABS/GEN_aurka_ABS#DA/ABS/GEN_alde_ABS#DA/ABS/GEN_aurka_ABS#DU/ERG/ABS-GEN_alde_ABS#DU/ERG/ABS-INS#DU/ERG/ABS-INF#DIO/ERG/ABS#DA/ABS/ABS-INE#DU/ERG/ABS-GEN_aurka_ABS#DU/ERG/ABS-INE#DIO/ERG/ABS-DAT#DIO/ERG/ABS-DAT-INE#DA/ABS/INF#DA/ABS/ABS-INE-PRO#DA/ABS/GEN_arte_INE-INE#DA/ABS/GEN_aurka_ABS-INE#DA/ABS/MOT#DA/ABS/ZERO_gisa_ZERO#DA/ABS/GEN_alde_ABS-GEN_aurre_INE#DU/ERG/ABL-ABS#DIO/ERG/KONP#DU/ERG/ABS-GEN_inguru_INE#DA/ABS/GEN_alde_ZERO#DA/ABS/GEN_aurre_INE#DA/ABS/INE-PAR#DA/ABS/INE-ZERO_aurre_INE#DA/ABS/INS#DA/ABS/PAR#DA/ABS/SOZ#DIO/ERG/ABS-INE#DU/ERG/ABS-GEN_alde_ZERO#DU/ERG/ABS-GEN_aurre_INE#DU/ERG/ABS-INE-PAR#DU/ERG/ABS-INE-ZERO_aurre_INE#DU/ERG/ABS-PAR#DU/ERG/ABS-SOZ#DIO/ERG/ABS-INS#DIO/ERG/ABS-GEN_aurka_ABS#DIO/ERG/ABS-GEN_alde_ABS#DIO/ERG/ABS-DAT-GEN_alde_ABS#DIO/ERG/ABS-GEN_inguru_INE#DIO/ERG/ABS-INE#DIO/ERG/ABS-GEN_alde_ZERO#DIO/ERG/ABS-GEN_aurre_INE#DIO/ERG/ABS-INE-PAR#DIO/ERG/ABS-INE-ZERO_aurre_INE#DIO/ERG/ABS-PAR#DIO/ERG/ABS-SOZ
irristatu	DU/ERG/#DU/ERG/INE#DA/ABS/#DA/ABS/INE#DA/ABS/ABL_behe_ALA-#DA/ABS/ABL_behe_ALA-DENB-SOZ#DA/ABS/#DA/ABS/INE_behe_ALA#DA/ABS/ABU#DU/ERG/ABS#DA/ABS/GEN_arte_ABL#DU/ERG/GEN_arte_ABL
